date,forecast
2025-11-11,12.869863584717326
2025-11-12,12.932004825122092
2025-11-13,12.215117582179964
2025-11-14,13.80667233663517
2025-11-15,12.260976589204908
2025-11-16,9.866634225838476
2025-11-17,12.464057175387822
