ds,yhat,yhat_lower,yhat_upper
2025-11-14 02:00:00,8.040031891147287,2.468774487593139,13.928515264667427
2025-11-14 03:00:00,7.806127731319883,1.5484666256780795,14.016584345010598
2025-11-14 04:00:00,7.635535821410108,1.4927968776836589,13.383640351290104
2025-11-14 05:00:00,7.616864257954133,1.7080502695530617,13.543245583728227
2025-11-14 06:00:00,7.856170914171931,1.8678008133846669,13.585976039517396
2025-11-14 07:00:00,8.417700141989014,3.0324119222920682,14.532496265780578
2025-11-14 08:00:00,9.271022882809486,3.8831047601184423,14.84391511991699
2025-11-14 09:00:00,10.285909442608839,4.553949957200037,16.164615224302885
2025-11-14 10:00:00,11.284442640386533,5.521473942523839,17.078401425425163
2025-11-14 11:00:00,12.116394029345829,6.076865006835239,18.091299612330317
2025-11-14 12:00:00,12.706632064894887,7.174753889363575,18.552585335441726
2025-11-14 13:00:00,13.048046049102972,7.299054887010351,18.86686490564566
2025-11-14 14:00:00,13.15836267718073,7.543297360474724,18.851688913368548
2025-11-14 15:00:00,13.044781921554234,7.3162895743072385,18.521497929698565
2025-11-14 16:00:00,12.705726322866148,6.9472790406701765,18.696580875674115
2025-11-14 17:00:00,12.160451806263918,6.1231544843466175,18.111374643721636
2025-11-14 18:00:00,11.471525583166246,5.544345657263942,17.562193413268353
2025-11-14 19:00:00,10.734395256819685,4.972980302397192,16.438176466981737
2025-11-14 20:00:00,10.040538907352136,4.1540283224233185,15.393792020528455
2025-11-14 21:00:00,9.443816746485592,3.981465492801552,15.001109256482437
2025-11-14 22:00:00,8.953323046287952,3.123286942586744,15.045358523266062
2025-11-14 23:00:00,8.550171779877715,3.18918376692738,14.532473149145956
2025-11-15 00:00:00,8.207840418357986,2.6113973839840057,13.890189421344951
2025-11-15 01:00:00,7.902017465536981,1.6808733096054778,13.668530285211093
2025-11-15 02:00:00,7.6153296581924375,1.9839011652212166,13.371131609594071
2025-11-15 03:00:00,7.350238095268845,1.556057119984715,13.126580957586514
2025-11-15 04:00:00,7.149245538709917,0.9591924583039045,12.706206535469306
2025-11-15 05:00:00,7.101287516571358,1.127672964102418,13.07559314137779
2025-11-15 06:00:00,7.312742518133259,1.8850123604084794,12.903984556371574
2025-11-15 07:00:00,7.848165055083021,1.7102230634160838,13.27460146634856
2025-11-15 08:00:00,8.677422219521903,2.923044433914197,14.513839272971783
2025-11-15 09:00:00,9.670563036930055,4.144803277499275,15.229577674809253
2025-11-15 10:00:00,10.649928364346282,4.549512035741253,16.35008956883601
2025-11-15 11:00:00,11.465524072154432,5.630124152848538,17.502672487711948
2025-11-15 12:00:00,12.0424264205425,6.077350029657434,17.282693890235127
2025-11-15 13:00:00,12.373703494217803,6.636069502312794,18.01045368267401
2025-11-15 14:00:00,12.477229551800024,6.536971777173928,17.858412448090085
2025-11-15 15:00:00,12.360319052399936,6.390248927262198,18.268058705089707
2025-11-15 16:00:00,12.021474452076443,6.366436265033874,18.059064170754766
2025-11-15 17:00:00,11.479995907325083,5.647199373061063,17.423594603720165
2025-11-15 18:00:00,10.7984584599716,4.957930494278742,16.471287794814398
2025-11-15 19:00:00,10.072280832239139,4.446725195412834,15.851108034624682
2025-11-15 20:00:00,9.3928756113572,3.6962267666262005,15.60484871403725
2025-11-15 21:00:00,8.814001414990763,3.1884243073267835,14.48568526548449
2025-11-15 22:00:00,8.344615736848125,2.8290720259521254,14.306042933492664
2025-11-15 23:00:00,7.96566189987415,1.9863079651553703,13.984874659601218
2025-11-16 00:00:00,7.650414547925793,1.5409182834512545,13.164312241420443
2025-11-16 01:00:00,7.374329238053136,2.214271494255631,12.990609897280336
2025-11-16 02:00:00,7.119772037850159,1.438682080163543,12.823752820503707
2025-11-16 03:00:00,6.888918363904219,1.3542757600359632,12.5126585720607
2025-11-16 04:00:00,6.723963273377832,0.8205150498426874,12.296819937607495
2025-11-16 05:00:00,6.713515804523085,1.2572477767618802,12.429764909664062
2025-11-16 06:00:00,6.963612618831374,1.0582432229366698,12.561519269903503
2025-11-16 07:00:00,7.5384546790177644,1.7695534547006382,12.719456136365626
2025-11-16 08:00:00,8.407547551822912,2.976394691625997,14.312290847480991
2025-11-16 09:00:00,9.440574590305545,3.858484866479402,15.136663542527415
2025-11-16 10:00:00,10.459510702128648,4.687601555061245,16.53774816903583
2025-11-16 11:00:00,11.313999397231951,5.0858787548209605,17.309482937891055
2025-11-16 12:00:00,11.928761980717677,5.878027885890942,17.39102546933022
2025-11-16 13:00:00,12.296522712283455,6.099228065468988,18.33580722649013
2025-11-16 14:00:00,12.43482674409283,6.98892895031052,18.00864884802684
2025-11-16 15:00:00,12.350677559578676,6.896500123435527,18.30942289631862
2025-11-16 16:00:00,12.042287966631191,6.094778725571571,18.067893026198416
2025-11-16 17:00:00,11.528692746071686,5.827697633024788,17.057538034630884
2025-11-16 18:00:00,10.872228496799261,5.364024957506654,16.213651343232286
2025-11-16 19:00:00,10.168104776453292,4.265693172609216,16.04518621264374
2025-11-16 20:00:00,9.507556291311548,3.7240448027776667,15.46492669661112
2025-11-16 21:00:00,8.944196704852617,3.278967122272101,14.389001844337423
2025-11-16 22:00:00,8.486872747134727,2.1645414985606846,14.27431003288938
2025-11-16 23:00:00,8.116452039478283,2.3388019059989724,13.862521382487868
2025-11-17 00:00:00,7.806169057522878,1.616029909382539,13.212197614413709
2025-11-17 01:00:00,7.5314747914475735,1.9126430696089245,12.861811194269984
2025-11-17 02:00:00,7.274766009526059,1.0871443140651176,12.660275375297731
2025-11-17 03:00:00,7.038283367468856,1.179755590512544,12.591865126819748
2025-11-17 04:00:00,6.8643205867008525,0.9803510473501315,12.56583686820864
2025-11-17 05:00:00,6.84161731320872,1.3745267516733946,12.550088618748022
2025-11-17 06:00:00,7.076370929554243,1.1138189514043657,13.002771464721276
2025-11-17 07:00:00,7.632971078535497,1.9888987903839837,13.770540967159022
2025-11-17 08:00:00,8.481137515357059,3.1525371297169187,14.14841440726953
2025-11-17 09:00:00,9.49079057458776,3.770468632110698,15.020891595613591
2025-11-17 10:00:00,10.48416199215256,4.624603679639318,16.793571117237654
2025-11-17 11:00:00,11.311168813304418,5.480400292522168,17.688943312304907
2025-11-17 12:00:00,11.896819291956733,6.07253152811212,17.92045185542928
2025-11-17 13:00:00,12.234134641876665,6.797359835003815,17.897664970124914
2025-11-17 14:00:00,12.340963495282926,6.290342185766193,17.804345651042446
2025-11-17 15:00:00,12.22461583274439,6.498821605811736,17.962792507240337
2025-11-17 16:00:00,11.883610480782195,5.6899048698875285,17.698154092932484
2025-11-17 17:00:00,11.337284320107411,5.3006454580446745,17.160140495164384
2025-11-17 18:00:00,10.6482687871913,4.514470814912846,16.74632008689902
2025-11-17 19:00:00,9.912057807367123,4.4044980657141934,15.911024290158045
2025-11-17 20:00:00,9.220156951108233,3.305027402312068,15.059775024396448
2025-11-17 21:00:00,8.62643441872058,3.18270927913453,14.48650849842041
2025-11-17 22:00:00,8.139972566814379,2.006324914078924,13.57193764775944
2025-11-17 23:00:00,7.74185342151974,2.10059960199797,13.495002332986434
